Video_ID,Channel_Name,Title,Content_Category,Published_Date,Upload_Hour,Duration_Seconds,Has_Captions,Tags_Count,Views,Likes,Comments,Channel_Subscribers,Age_in_Days,Engagement_Rate_%,Views_Per_Day,Viral_Multiplier
NHpd2PBV3LM,combined maths TV,Combined mathematics English medium for 2027 | First day introduction,General Education,2025-04-04,13,7751,False,0,1861,50,16,172,509,3.55,3.66,10.82
d_CELedhG98,Samartha Edu center ,2018 OL  pass paper part  A #maths #olmaths #paper,O/L Content,2025-10-17,12,48,False,0,1142,36,0,122,313,3.15,3.65,9.36
JafUPQZhRmQ,CSEL College,A/L Economics | பொருளியலுக்கான அறிமுகம்.,A/L Content,2020-04-29,5,2161,False,9,8378,283,33,4940,2310,3.77,3.63,1.7
BB6PaRzndbU,Northern Uni,Future-Ready IT Degree at Northern UNI | Study in Sri Lanka | 100% Placement Assured!,Motivation & Tips,2025-04-29,7,15,False,0,1686,9,0,770,484,0.53,3.48,2.19
bmRLcZgmsaQ,ICT Revision,AL ICT Lesson 2 - History of computer,A/L Content,2020-06-06,14,347,False,4,7531,159,4,802,2272,2.16,3.31,9.39
aIINYPVG3ss,So Sri Lankan,නව රජයේ මංගල අයවැය Government Budget for 2025 in Sri Lanka News Today #newslk #srilanka #newsl #akd,General Education,2025-02-17,8,7,False,11,1821,38,0,12800,555,2.09,3.28,0.14
Ab8iN8nfPx0,AutoGen Studios,Top 10 Universities in Sri Lanka 📚🖋️📍 #uoj #uop #university #srilanka,General Education,2025-07-31,13,34,False,20,1278,11,2,37,391,1.02,3.27,34.54
fIjJ5AjdEXU,Prabuddha Sampath,2018 O/L MATHS PAST PAPER DISCUSSION FREE WEBINAR,O/L Content,2021-05-31,18,7543,False,0,6210,340,31,58400,1913,5.97,3.25,0.11
C4SMVN4QRL4,ICT with Pamal,AL ICT Unit 02 - පරිගණක යුගයන් - History of Computer,A/L Content,2021-02-21,17,702,False,21,6294,164,6,996,2012,2.7,3.13,6.32
8CkGVPUwWpw,Cambridge Commerce - Sri Lanka 0712218587,A/L Commerce In 6 months,A/L Content,2021-06-07,15,11,False,0,5951,62,1,103,1906,1.06,3.12,57.78
010Sm9fNrgE,mentor of motivation ,vavuniya National College of Education sri lanka 🇱🇰❤️ (වව්නියා විද්‍යාපීඨය) #dream #teacher #proud,A/L Content,2025-06-22,6,49,False,0,1318,38,0,1560,430,2.88,3.07,0.84
U6-NLwN6lh8,mr_vidu_official,India vs Sri Lanka,General Education,2025-07-14,1,13,False,0,1208,30,2,28,408,2.65,2.96,43.14
vLvXvwT_H8A,Tutr V,OL ICT Tamil Medium Past paper | G.C.E. O/L,O/L Content,2020-11-11,4,225,False,27,6163,114,11,1900,2114,2.03,2.92,3.24
GpGuMryBCy0,varuni wijesundara,O/L ICT Revision 1,O/L Content,2017-10-18,12,1205,False,0,9310,89,8,212,3234,1.04,2.88,43.92
YdmPEmk1tuw,Vishwaroo,O/L Chitha Kalawa Revision | Chithra kalawa grade 11 | art short note grade 11 | nie sha art,O/L Content,2021-10-10,17,702,False,31,5069,144,0,10600,1781,2.84,2.85,0.48
f_ElyqS95OQ,Padiyathalawa National School,1st Place in all Sri Lanka | Padiyathalawa National School | Sinhala language Competition | Amasha,A/L Content,2024-10-24,10,51,False,3,1914,113,6,395,671,6.22,2.85,4.85
eQi0r79MfuY,University of Sri Jayewardenepura,A model paper for combined mathematics - G.C.E  A/L  2016,A/L Content,2016-07-11,8,2547,False,10,10310,46,4,104000,3698,0.48,2.79,0.1
aXFbFycdCNw,Diary of Brain,ශ්‍රී ලංකාවේ හොදම රාජ්‍ය විශ්වවිද්‍යාල 10 | top 10 universities in Sri Lanka | @DiaryofBrain,General Education,2024-06-07,10,36,False,8,2261,31,0,7400,810,1.37,2.79,0.31
lTSVTAe4gYM,Maths lock,2022(2023) O/L Maths- part A discussion #ol #maths #discussion #2022,O/L Content,2023-07-05,18,34,False,0,3175,143,2,3070,1148,4.57,2.77,1.03
kuzV6S7f0tY,Colombo Academy of Hospitality Management,Become a Pastry Chef | Study Australian Patisserie Courses in Sri Lanka 🇱🇰,Motivation & Tips,2025-05-27,9,28,False,11,1221,23,0,2490,456,1.88,2.68,0.49
0HdtOEyFAyU,Channel NIE,NIE Guru Gedara | A/L Combined Maths - Lesson 01 - Tamil Medium - 2020.04.28 - 04.00PM,A/L Content,2020-04-28,10,3136,False,7,6058,85,2,617000,2311,1.44,2.62,0.01
LMPanYF_5Q8,Bee Hive,O/L-PAST PAPER- (S)කෘෂි හා ආහාර තාක්ෂණය-Agriculture and Food Techno-2024-@BeeHive696 #sinhalamedium,O/L Content,2025-07-17,16,77,False,25,1040,48,0,1140,405,4.62,2.57,0.91
rpM8qjQX6sM,Samitha Dilshan,ICT Revision 6 අන්තර්ජාලයේ ඉතිහාසය   | AL ICT | OL ICT |,A/L Content,2020-05-17,2,198,False,12,5800,179,10,71500,2292,3.26,2.53,0.08
tdLOQSMZ0Ck,Uplift Education - Sri Lanka,Circle - Part 1 | A/L Maths | Pure Maths | வட்டம் பகுதி  1| உயர்தர தூய கணிதம்,A/L Content,2020-05-19,14,985,False,0,5566,168,25,12800,2290,3.47,2.43,0.43
TJceyjaN3Ks,Learn ICT - Dasun Nilanjana Sirimevan,Term Test Paper Discussion and Revision Grade 10 ICT   Sinhala Medium Part 1,Past Papers & Revision,2021-04-23,17,2152,False,15,4731,89,6,11400,1951,2.01,2.42,0.42
ylb93CHIol4,Srilanka Stickman,10 most difficult exam in Sri lanka | ලංකාවෙ සමත් විමට අමාරැම විභාග👀👀,General Education,2024-05-23,8,18,False,1,2000,91,5,5030,825,4.8,2.42,0.4
BO6Ch6to4LA,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2020 II (B) - Part 01 Past Paper Discussion Sinhala Medium,A/L Content,2024-06-09,16,1482,False,0,1930,23,1,1900,808,1.24,2.39,1.02
DqgC7yAFnwQ,Edu Pedia ,ශ්‍රී ලංකාවෙ හොදම පාසල් 05 | Top 05 Best schools in sri lanka #shorts,General Education,2024-06-30,5,20,False,0,1863,51,2,12100,787,2.84,2.37,0.15
DCjhVT_m21g,Online Accounting,Why Commerce for A/Ls | A/L Commerce Benefits | Advantages of Commerce | Alternatives,A/L Content,2022-05-30,11,1986,False,22,3488,91,13,101000,1549,2.98,2.25,0.03
O13VoSBuoWg,Nisha creations💛,Dream university #university #Sri Lanka #logo #shorts #photos #mortivation #matara #colombo #kandy,General Education,2024-09-30,9,20,False,0,1550,0,4,744,695,0.26,2.23,2.08
oeFJ8Nx09ds,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2020 II (B) - Part 05 Past Paper Discussion Sinhala Medium,A/L Content,2024-06-13,16,1850,False,0,1770,24,1,1900,804,1.41,2.2,0.93
Vv62R3FQwIo,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 I (A) - Part 02 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-15,5,1480,False,0,4663,72,6,1900,2171,1.67,2.15,2.45
PAkmVwIxNmE,Science with Anpu,"Trigonometry | திரிகோண கணிதம் | Sin, Cos, Tan | Basic | Mathematics | Physics | Tamil | Sri Lanka |",General Education,2023-07-16,14,809,False,18,2448,78,3,768,1137,3.31,2.15,3.19
SdWJ4QRnF_Y,SPS Aura,#Believer #Ringtone l #Sri #Lankan #Version l #Sandaru #Sathsara l #Sp #Screaming #Globally,General Education,2021-07-25,16,57,False,0,3997,73,0,443,1858,1.83,2.15,9.02
UgCSxvc8NZc,Sameera Widanagedara Education,O/L History Seminar @ Kegalle | සා. පෙළ එක් දින ඉතිහාසය වැඩ මුලුව. - කෑගල්ල.,O/L Content,2022-03-28,13,235,False,15,3406,164,34,110000,1612,5.81,2.11,0.03
vbn3iuyP8_I,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 II (B) -Part 02 Past Paper Discussion Sinhala Medium,A/L Content,2020-10-06,1,1318,False,0,4434,60,7,1900,2150,1.51,2.06,2.33
X2F3U7G2F64,Nahaar’s dream diary 📔💖 2M views • 1 day,Mini study vlog ☕️📚 ||A/L 2023📖 |productivity vlog #shorts #shortfeed #study,A/L Content,2023-09-10,11,16,False,11,2199,84,2,61,1081,3.91,2.03,36.05
yMd9zfG8nG0,Dr Shakir,A/L in Sri Lanka Bio/Math Class Introduction at City College Mawanella for 2026 Batch Dr. Shakir,A/L Content,2024-05-21,16,2117,False,0,1670,76,8,4930,827,5.03,2.02,0.34
8fjRScs-hdc,day2day,ශ්‍රී ලංකා පදනම  Sri Lanka Foundation #srilanka #slf #colombo,General Education,2024-08-03,14,6,False,0,1510,19,0,1810,753,1.26,2.01,0.83
tSKMl8r1jto,EDU TECH,🔥EDU TECH🔥COMMERCE சில்லறை காசேடு O/L 2016-23 past paper #shorts  #pastpaper #tamilmedium #gceol,O/L Content,2024-02-04,4,6,False,31,1853,33,0,2570,934,1.78,1.98,0.72
z2QRvw9kFK4,Expert Tutor,Sri Lanka GCE A/L Physics Practicals 4 | How to Calculate Percentage Error? | in Tamil,A/L Content,2020-05-21,2,737,False,0,4459,98,11,40900,2288,2.44,1.95,0.11
dil1j3ofYn0,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 II (B) - Part 07 Past Paper Discussion Sinhala Medium,A/L Content,2020-10-06,5,1093,False,0,4192,85,14,1900,2150,2.36,1.95,2.21
i_mKOgw2Vuo,Anu Maths,G. C .E . A/L Sri Lanka Combined Maths 2017 II (A) Past Paper Discussion Sinhala Medium-Part 02,A/L Content,2020-08-24,1,1144,False,0,4240,58,5,1900,2193,1.49,1.93,2.23
I9pH9cJGvvo,Expert Tutor,Sri Lanka GCE A/L Physics Practicals 3 | Question regarding Percentage Error in Tamil,A/L Content,2020-05-21,2,423,False,0,4293,89,5,40900,2288,2.19,1.88,0.1
0vULKOBBxSo,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2017 I (B)-Part 02 Past Paper Discussion Sinhala Medium,A/L Content,2020-08-14,1,1058,False,0,4125,82,7,1900,2203,2.16,1.87,2.17
iN8W9qNEqCk,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2017 II (B) - Part 02 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-09,1,1148,False,0,3927,50,8,1900,2177,1.48,1.8,2.07
ncmdpOmpYiI,Iklid Learning - English Medium Academy,OL ICT 2019 PASTPAPER - English medium (Part 1),O/L Content,2023-05-12,10,2313,False,0,2165,42,8,10600,1202,2.31,1.8,0.2
rZp9_SQu8OM,Muslim Majlis USJ,A_L Guidance Program - Commerce Stream (Tamil Medium) 2022,General Education,2022-06-17,13,1479,False,0,2678,91,7,4540,1531,3.66,1.75,0.59
M-ol6g46iUE,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2018 II (B) - Part 02 Past Paper Discussion Sinhala Medium,A/L Content,2020-12-14,0,1222,False,0,3591,75,3,1900,2081,2.17,1.73,1.89
xhKF3pR3fHc,Al Esa News Channel,GCE O/L ICT Grade 10 Lesson 01,O/L Content,2015-05-05,20,1222,False,0,6849,25,1,46,4131,0.38,1.66,148.89
x-DedUd_3Kk,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2020 I (B) - Part 01 Past Paper Discussion Sinhala Medium,A/L Content,2024-05-28,13,1695,False,0,1349,27,3,1900,820,2.22,1.65,0.71
HkBsjwNXV1Y,Expert Tutor,Sri Lanka GCE A/L Physics Experiment 28 | Determine the Focal Length of the Lens in Tamil | part 2,A/L Content,2020-06-23,2,1313,False,0,3670,106,8,40900,2255,3.11,1.63,0.09
MCqIitWlicw,Mrs tech motivational tamil,Competitive examination in Sri Lanka.  SLEAS exam . highest study.  #shorts #study #motivation,Motivation & Tips,2023-07-06,4,15,False,0,1871,0,0,141,1147,0.0,1.63,13.27
YXywwGhvfj4,SL SCIENCE,ශ්‍රීලංකාවේ හොඳම විශ්ව විද්‍යාල 7 | top 7 best universities in Sri Lanka😍,General Education,2024-06-16,9,15,False,17,1270,33,0,8350,801,2.6,1.59,0.15
dlCb2_E4xLk,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 II (A) - Part 02 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-27,2,1471,False,0,3432,56,8,1900,2159,1.86,1.59,1.81
R0wrrJv9EFU,commerce iskole,O/L වලින් පසුව A/L වලට Commerce කරන එකේ වැදගත්කම / Seminar 01 / Commerce iskole,A/L Content,2021-10-14,8,3194,False,29,2764,107,29,13000,1777,4.92,1.56,0.21
2iOG5W5_16I,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2018 I (B) - Part 04 Past Paper Discussion Sinhala Medium,A/L Content,2020-12-01,1,1273,False,0,3240,53,3,1900,2094,1.73,1.55,1.71
EbsDFw2wtUg,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2018 II (B) - Part 03 Past Paper Discussion Sinhala Medium,A/L Content,2020-12-14,0,1129,False,0,3203,54,5,1900,2081,1.84,1.54,1.69
kXs-qarm5Qk,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2020 II (A) - Part 02 Past Paper Discussion Sinhala Medium,A/L Content,2024-06-07,14,1432,False,0,1232,8,1,1900,810,0.73,1.52,0.65
i9K0n43p-fs,Legal Eye - නීතිමය ඇස,Traffic Rules Sri Lanka | law for all,General Education,2024-03-09,14,32,False,29,1372,29,12,17,900,2.99,1.52,80.71
258RubJNrvE,Jeewantha Herath,නව දැක්මක පෙරගමන්කරු....   Jeewantha Herath | 2024 | Sri Lanka,General Education,2024-11-06,10,31,False,29,1003,36,3,3450,658,3.89,1.52,0.29
4463uE2xf4Y,LMDM Unit,Agricultural Science -  மீட்டல் 5 - கூட்டெரு தயாரிப்பு   | A/L | Tamil Medium | LMDM Unit,A/L Content,2020-06-05,1,3171,False,9,3461,99,2,82900,2273,2.92,1.52,0.04
P56t6F7OCLQ,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2020 II (B) - Part 03 Past Paper Discussion Sinhala Medium,A/L Content,2024-06-09,17,1101,False,0,1227,16,1,1900,808,1.39,1.52,0.65
W7ZQ8vMIBCY,Kasun Godawatta,"O/L  ICT ‌ගොඩදාන හැටි  ""Mastering OL ICT in 4 Months: Your Ultimate Exam Success Blueprint! 🚀",O/L Content,2024-01-09,16,53,False,0,1437,64,2,192,960,4.59,1.5,7.48
F1IrGrR2aT4,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2017 II (B) - Part 05 Past Paper Discusiion Sinhala Medium,A/L Content,2020-09-09,2,1124,False,0,3196,51,7,1900,2177,1.81,1.47,1.68
BRm1l3apmSw,Learning Lanka,Jathika Pasala OL History 2014 Revision 1,O/L Content,2014-11-25,11,2422,False,0,6258,25,2,20300,4292,0.43,1.46,0.31
_lFQUfNvNWc,ICT GURUWARAYA,OL ICT Revision 2022 /2023 pass paper discussing |ICT O/L 2022 revision |grade11 ICT sinhala medium,O/L Content,2022-12-23,0,2742,False,17,1948,50,9,17400,1342,3.03,1.45,0.11
83OZ0YNybhA,Jude Kathurusingha,O/L ICT HTML Seminar | HTML සම්මන්ත්‍රණය,O/L Content,2022-04-24,17,2147,False,28,2207,114,8,73600,1585,5.53,1.39,0.03
iAOMzJ-3_sQ,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2017 II (B) - Part 03 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-09,1,935,False,0,2950,42,2,1900,2177,1.49,1.36,1.55
RZrzFBghDno,TOP 10 SRI LANKA,Top 10 campuses in Sri Lanka🥰😊|ලංකාවෙව් හොදම කැම්පස් 10😊🥰,General Education,2023-08-02,9,37,False,5,1508,47,0,14,1120,3.12,1.35,107.71
tK-2xi1e1Xw,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2018 II (B) - Part 05 Past Paper Discussion Sinhala Medium,A/L Content,2020-12-14,1,1039,False,0,2774,38,4,1900,2081,1.51,1.33,1.46
395DmhyRmRw,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2020 I (B) - Part 02 Past Paper Discussion Sinhala Medium,A/L Content,2024-05-28,14,1205,False,0,1082,21,6,1900,820,2.5,1.32,0.57
8Aktv612_9Y,meucherrii 므체리,"The 90th TOPIK Exam 2023 Colombo, Sri Lanka - Registration PART 01 #topik #90thTOPIK #topikexam",General Education,2023-07-21,21,58,False,0,1466,28,10,774,1132,2.59,1.3,1.89
zoo-mwoUpNI,EDUCATION WAMH,o/l 2022 | o/l maths paper | revision | 11 wasara ganithaya | education wamh,O/L Content,2023-05-23,14,53,False,28,1531,76,0,15100,1191,4.96,1.29,0.1
NgO6CItsseA,Mr Dhammika,වසර 170 ක්‌ පැරණි ඈපා ලිත: Oldest Publisher in Ceylon | Sri Lanka,General Education,2023-07-16,3,20,False,0,1422,14,0,85400,1137,0.98,1.25,0.02
J-jR8MPMbf4,Anu Maths,G.C.E. A/L Sri Lanka Combinned Maths 2017 II (B) - Part 06 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-09,3,1241,False,0,2704,44,8,1900,2177,1.92,1.24,1.42
eswHQty9p4s,Tutor Sureshkumar,#Science for Technology || A/L || Chapter 1 .1 || தள உருவங்களின் பரப்பளவு,A/L Content,2021-06-02,17,1645,False,6,2372,123,18,1800,1911,5.94,1.24,1.32
YTgD7OJGXdE,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 I (B) - Part 02 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-18,4,1288,False,0,2683,34,5,1900,2168,1.45,1.24,1.41
0_FbisWr8Nc,Channel NIE,NIE Guru Gedara | A/L Combined Maths - Lesson 02 - Tamil Medium - 2020.04.28 - 05.00PM,A/L Content,2020-04-28,11,3304,False,7,2859,34,7,617000,2311,1.43,1.24,0.0
GMgCXcd_Cvw,Anura Sampath,ශ්‍රී ලංකාවේ විශ්ව විදයාල 10ක්.10 Universities in Sri Lanka 🏘️👩‍🎓 #srilanka #university #viral,General Education,2023-09-08,6,56,False,10,1315,34,0,980,1083,2.59,1.21,1.34
l9q2RH-sEdE,Online Panthiya,O/L 2016 Mathematics Past Paper Discussion Part 1-B (English Medium) | (o/l) | Ordinary  Level,O/L Content,2020-04-02,23,2202,False,0,2807,49,10,1850,2337,2.1,1.2,1.52
Eec7mLSqwtk,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 II (B) - Part 03 Past Paper Discussion Sinhala Medium,A/L Content,2020-10-06,2,1204,False,0,2555,38,3,1900,2150,1.6,1.19,1.34
FOMiwEVnKfk,Muslim Majlis USJ,A/L Combined Maths | Session 1 | Past Paper Explanation - 2016 | English Medium,A/L Content,2021-07-20,0,8306,False,0,2210,51,8,4540,1863,2.67,1.19,0.49
pJvG0NyZBvw,Blooming Minds,අනුමාන ප්‍රශ්න | ලෝක මහා සංග්‍රාම | O/L History lessons -Part 3,O/L Content,2020-05-22,5,680,False,20,2678,97,16,1910,2287,4.22,1.17,1.4
z2yLHo_KiVM,Digital Accounting in Tamil,Free Webinar - Tamil Medium G.C.E A/L Commerce Students,A/L Content,2020-11-07,16,50,False,30,2382,80,6,36400,2118,3.61,1.12,0.07
oig5_-N6MsA,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2017 I (B)-Part 04 Past Paper Discussion Sinhala Medium,A/L Content,2020-08-18,1,771,False,0,2460,31,5,1900,2199,1.46,1.12,1.29
9HhHkLSIUbk,SHARK ENTERTAINMENT,2015 O/L Maths Exam past paper|Tamil medium|#maths #mathshorts #grade11 #tamil #trending #education,O/L Content,2023-04-20,11,28,False,0,1367,0,1,917,1224,0.07,1.12,1.49
87_agVyPpDw,Channel NIE,NIE Guru Gedara | A/L Combined Maths - Lesson 12 - Tamil Medium - 2020.05.19 - 18.00 p.m,A/L Content,2020-05-19,14,3506,False,8,2547,44,3,617000,2290,1.85,1.11,0.0
FBdHlnX8Rmw,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 II (B) -Part 05 Past Paper Discussion Sinhala Medium,A/L Content,2020-10-06,3,1366,False,0,2295,31,3,1900,2150,1.48,1.07,1.21
FRwjoe7qZIQ,Maths Easy,G.C.E O/L Maths Past Paper 2011- Paper 1- Sinhala Lessons,O/L Content,2021-04-08,12,777,False,13,2112,29,3,503,1966,1.52,1.07,4.2
6cTqZA3ATSA,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 I (B) - Part 03 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-18,4,2160,False,0,2296,26,5,1900,2168,1.35,1.06,1.21
N5cpOdCOl3Q,Jude Kathurusingha,ICT O/L  අන්තිම මොහොතේ සැලැස්ම  | Last moment Plan,O/L Content,2021-01-25,15,431,False,26,2142,103,15,73600,2039,5.51,1.05,0.03
0uKAohW8a-w,Anu Maths,G.C.E A/L Sri Lanka Combined Maths 2019 II (B) - Part 06 Past Paper Discussion Sinhala Medium,A/L Content,2020-10-06,4,1186,False,0,2227,22,1,1900,2150,1.03,1.04,1.17
KhpfhTUOHlo,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2018 I (B) - Part 05 Past Paper Discussion Sinhala Medium,A/L Content,2020-12-01,1,1053,False,0,2097,30,1,1900,2094,1.48,1.0,1.1
vPmdMwZISiM,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 I (B) - Part 04 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-18,4,1528,False,0,1915,25,5,1900,2168,1.57,0.88,1.01
GR4jNLHYeSA,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 I (B) - Part 06 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-18,4,1250,False,0,1905,42,6,1900,2168,2.52,0.88,1.0
xL5TSqSGIYI,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2017 I (B)-Part 07 Past Paper Discussion Sinhala Medium,A/L Content,2020-08-18,1,657,False,0,1946,28,7,1900,2199,1.8,0.88,1.02
hjnAM55NKpw,ICT With Harsha Madusanka,O/L ICT Paper Structure(සා/පෙළ ICT ප්‍රශ්න පත්‍රයේ ව්‍යුහය),O/L Content,2021-09-03,15,952,False,5,1517,63,7,43,1818,4.61,0.83,35.28
EJPJJU7pZuQ,Expert Tutor,Sri Lanka GCE A/L Physics | Mechanics MCQs Revision | Tutorial 3 | Part 3 | Tamil | Expert Tutor,A/L Content,2022-03-22,18,884,False,0,1295,11,0,40900,1618,0.85,0.8,0.03
KW5OiH-4-l8,Sameera Widanagedara Education,Grad 10 History Sinhala medium - Sri Lanka - O/L 2021 Complete,O/L Content,2021-02-25,8,61,False,16,1580,47,11,110000,2008,3.67,0.79,0.01
DlYN4QGckys,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 I (B) - Part 05 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-18,4,1211,False,0,1696,23,6,1900,2168,1.71,0.78,0.89
PmOxgCGskvo,Kasun Ranasinghe ,2017 O/L Trigonometry  Past paper discussion,O/L Content,2021-12-12,1,479,False,0,1299,54,5,387,1718,4.54,0.76,3.36
SD9H7BHSavA,Mathematics Online Help,Sri Lankan GCE Ordinary Level 2015 Mathematics Trigonometry Exam Past Paper Explanation,O/L Content,2016-12-30,12,1714,False,46,2541,56,12,785,3526,2.68,0.72,3.24
CYjYZGzeUgg,T.M. Shimark (ARC Ship Management - Srilanka),Graph | Part II | GCE O/L Mathematics | Theory | Past Papers 2015 to 2020 | Prasthara,O/L Content,2021-09-05,4,3509,False,0,1113,24,3,157,1816,2.43,0.61,7.09
